Classification Name,Classification Code,Country Name,Country Code,Time,Time Code,Affordability of a healthy diet: ratio of cost to food expenditures [CoHD_fexp],Affordability of a healthy diet: ratio of cost to the food poverty line [CoHD_pov],Affordability of a nutrient adequate diet: ratio of cost to food expenditures [CoNA_fexp],Affordability of a nutrient adequate diet: ratio of cost to the food poverty line [CoNA_pov],Affordability of an energy sufficient diet: ratio of cost to food expenditures [CoCA_fexp],Affordability of an energy sufficient diet: ratio of cost to the food poverty line [CoCA_pov],Cost of a healthy diet [CoHD],Cost of a healthy diet relative to the cost of sufficient energy from starchy staples [CoHD_CoCA],Cost of a nutrient adequate diet [CoNA],Cost of an energy sufficient diet [CoCA],Cost of animal-source foods [CoHD_asf],Cost of animal-sourced foods relative to the starchy staples in a least-cost healthy diet [CoHD_asf_ss],Cost of fruits [CoHD_f],Cost of fruits relative to the starchy staples in a least-cost healthy diet [CoHD_f_ss],"Cost of legumes, nuts and seeds [CoHD_lns]","Cost of legumes, nuts and seeds relative to the starchy staples in a least-cost healthy diet [CoHD_lns_ss]",Cost of oils and fats [CoHD_of],Cost of oils and fats relative to the starchy staples in a least-cost healthy diet [CoHD_of_ss],Cost of starchy staples [CoHD_ss],Cost of vegetables [CoHD_v],Cost of vegetables relative to the starchy staples in a least-cost healthy diet [CoHD_v_ss],Cost share for animal-sourced foods in a least-cost healthy diet [CoHD_asf_prop],Cost share for fruits in a least-cost healthy diet [CoHD_f_prop],"Cost share for legumes, nuts and seeds in a least-cost healthy diet [CoHD_lns_prop]",Cost share for oils and fats in a least-cost healthy diet [CoHD_of_prop]
Food Prices for Nutrition 1.0,FPN 1.0,Brazil,BRA,2019,YR2019,..,2.911,..,..,..,..,2.882,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,Brazil,BRA,2020,YR2020,..,3.115,..,..,..,..,3.084,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,Brazil,BRA,2021,YR2021,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,British Virgin Islands,VGB,2017,YR2017,0.358,3.268,0.338,3.09,0.173,1.579,3.235,2.07,3.059,1.563,0.828,1.02,0.425,0.53,0.237,0.29,0.152,0.19,0.808,0.785,0.97,0.256,0.131,0.073,0.047
Food Prices for Nutrition 1.0,FPN 1.0,British Virgin Islands,VGB,2018,YR2018,..,3.185,..,..,..,..,3.153,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,British Virgin Islands,VGB,2019,YR2019,..,3.346,..,..,..,..,3.313,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,British Virgin Islands,VGB,2020,YR2020,..,3.371,..,..,..,..,3.337,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,British Virgin Islands,VGB,2021,YR2021,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,Brunei Darussalam,BRN,2017,YR2017,0.772,4.168,0.445,2.4,0.143,0.77,4.126,5.41,2.376,0.762,1.123,1.67,0.894,1.33,0.405,0.6,0.098,0.15,0.674,0.932,1.38,0.272,0.217,0.098,0.024
Food Prices for Nutrition 1.0,FPN 1.0,Brunei Darussalam,BRN,2018,YR2018,..,4.306,..,..,..,..,4.263,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,Brunei Darussalam,BRN,2019,YR2019,..,4.371,..,..,..,..,4.327,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,Brunei Darussalam,BRN,2020,YR2020,..,4.449,..,..,..,..,4.405,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,Brunei Darussalam,BRN,2021,YR2021,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,Bulgaria,BGR,2017,YR2017,0.576,3.818,0.422,2.796,0.077,0.509,3.78,7.5,2.768,0.504,0.963,1.91,0.959,1.9,0.478,0.95,0.101,0.2,0.504,0.774,1.54,0.255,0.254,0.126,0.027
Food Prices for Nutrition 1.0,FPN 1.0,Bulgaria,BGR,2018,YR2018,..,3.898,..,..,..,..,3.859,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,Bulgaria,BGR,2019,YR2019,..,3.935,..,..,..,..,3.896,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,Bulgaria,BGR,2020,YR2020,..,4.149,..,..,..,..,4.108,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,Bulgaria,BGR,2021,YR2021,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,Burkina Faso,BFA,2017,YR2017,1.997,3.205,1.598,2.564,0.361,0.58,3.173,5.53,2.538,0.574,1.145,2.61,0.354,0.81,0.127,0.29,0.19,0.43,0.439,0.917,2.09,0.361,0.112,0.04,0.06
Food Prices for Nutrition 1.0,FPN 1.0,Burkina Faso,BFA,2018,YR2018,..,3.329,..,..,..,..,3.296,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,Burkina Faso,BFA,2019,YR2019,..,3.273,..,..,..,..,3.24,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,Burkina Faso,BFA,2020,YR2020,..,3.379,..,..,..,..,3.345,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,Burkina Faso,BFA,2021,YR2021,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,Burundi,BDI,2017,YR2017,3.412,3.018,1.814,1.605,0.808,0.715,2.988,4.22,1.589,0.708,1.112,1.81,0.447,0.73,0.174,0.28,0.107,0.17,0.615,0.532,0.87,0.372,0.15,0.058,0.036
Food Prices for Nutrition 1.0,FPN 1.0,Burundi,BDI,2018,YR2018,..,2.832,..,..,..,..,2.804,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,Burundi,BDI,2019,YR2019,..,2.811,..,..,..,..,2.783,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,Burundi,BDI,2020,YR2020,..,2.973,..,..,..,..,2.943,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,Burundi,BDI,2021,YR2021,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,Cabo Verde,CPV,2017,YR2017,0.753,3.392,0.565,2.547,0.139,0.626,3.358,5.42,2.522,0.62,0.779,2.28,0.823,2.41,0.281,0.82,0.098,0.29,0.342,1.036,3.03,0.232,0.245,0.084,0.029
Food Prices for Nutrition 1.0,FPN 1.0,Cabo Verde,CPV,2018,YR2018,..,3.447,..,..,..,..,3.413,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,Cabo Verde,CPV,2019,YR2019,..,3.519,..,..,..,..,3.484,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,Cabo Verde,CPV,2020,YR2020,..,3.599,..,..,..,..,3.563,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,Cabo Verde,CPV,2021,YR2021,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,Cambodia,KHM,2017,YR2017,0.933,3.655,0.712,2.789,0.256,1.003,3.618,3.64,2.761,0.993,1.226,2.44,0.526,1.05,0.422,0.84,0.15,0.3,0.503,0.791,1.57,0.339,0.145,0.117,0.041
Food Prices for Nutrition 1.0,FPN 1.0,Cambodia,KHM,2018,YR2018,..,3.743,..,..,..,..,3.706,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,Cambodia,KHM,2019,YR2019,..,3.816,..,..,..,..,3.778,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,Cambodia,KHM,2020,YR2020,..,3.927,..,..,..,..,3.888,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,Cambodia,KHM,2021,YR2021,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,Cameroon,CMR,2017,YR2017,1.128,2.642,0.89,2.086,0.385,0.903,2.616,2.93,2.065,0.894,0.837,1.74,0.447,0.93,0.144,0.3,0.116,0.24,0.48,0.592,1.23,0.32,0.171,0.055,0.044
Food Prices for Nutrition 1.0,FPN 1.0,Cameroon,CMR,2018,YR2018,..,2.711,..,..,..,..,2.684,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,Cameroon,CMR,2019,YR2019,..,2.772,..,..,..,..,2.744,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,Cameroon,CMR,2020,YR2020,..,2.836,..,..,..,..,2.808,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,Cameroon,CMR,2021,YR2021,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,Canada,CAN,2017,YR2017,0.451,2.892,0.333,2.132,0.106,0.68,2.863,4.25,2.111,0.673,0.766,1.78,0.673,1.57,0.31,0.72,0.078,0.18,0.43,0.605,1.41,0.268,0.235,0.108,0.027
Food Prices for Nutrition 1.0,FPN 1.0,Canada,CAN,2018,YR2018,..,2.94,..,..,..,..,2.911,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,Canada,CAN,2019,YR2019,..,2.947,..,..,..,..,2.918,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,Canada,CAN,2020,YR2020,..,3.038,..,..,..,..,3.008,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,Canada,CAN,2021,YR2021,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,Cayman Islands,CYM,2017,YR2017,0.469,2.958,0.358,2.254,0.175,1.106,2.928,2.67,2.231,1.095,0.585,1.05,0.654,1.18,0.257,0.46,0.125,0.22,0.556,0.75,1.35,0.2,0.223,0.088,0.043
Food Prices for Nutrition 1.0,FPN 1.0,Cayman Islands,CYM,2018,YR2018,..,2.903,..,..,..,..,2.874,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,Cayman Islands,CYM,2019,YR2019,..,2.741,..,..,..,..,2.714,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,Cayman Islands,CYM,2020,YR2020,..,2.793,..,..,..,..,2.765,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,Cayman Islands,CYM,2021,YR2021,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,Central African Republic,CAF,2017,YR2017,2.761,3.458,1.376,1.723,0.823,1.031,3.423,3.35,1.706,1.021,1.284,2.45,0.345,0.66,0.141,0.27,0.174,0.33,0.525,0.955,1.82,0.375,0.101,0.041,0.051
Food Prices for Nutrition 1.0,FPN 1.0,Central African Republic,CAF,2018,YR2018,..,3.542,..,..,..,..,3.507,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,Central African Republic,CAF,2019,YR2019,..,3.606,..,..,..,..,3.57,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,Central African Republic,CAF,2020,YR2020,..,3.652,..,..,..,..,3.615,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,Central African Republic,CAF,2021,YR2021,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,Chad,TCD,2017,YR2017,1.458,2.86,0.907,1.779,0.365,0.716,2.831,3.99,1.761,0.709,0.882,1.77,0.39,0.78,0.187,0.38,0.172,0.35,0.497,0.703,1.41,0.312,0.138,0.066,0.061
Food Prices for Nutrition 1.0,FPN 1.0,Chad,TCD,2018,YR2018,..,2.756,..,..,..,..,2.728,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,Chad,TCD,2019,YR2019,..,2.686,..,..,..,..,2.659,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,Chad,TCD,2020,YR2020,..,2.849,..,..,..,..,2.821,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,Chad,TCD,2021,YR2021,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,Chile,CHL,2017,YR2017,0.491,3.084,0.35,2.201,0.104,0.651,3.053,4.74,2.179,0.644,0.765,2.17,0.619,1.76,0.261,0.74,0.116,0.33,0.352,0.94,2.67,0.251,0.203,0.085,0.038
Food Prices for Nutrition 1.0,FPN 1.0,Chile,CHL,2018,YR2018,..,3.212,..,..,..,..,3.18,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,Chile,CHL,2019,YR2019,..,3.245,..,..,..,..,3.213,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,Chile,CHL,2020,YR2020,..,3.436,..,..,..,..,3.402,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,Chile,CHL,2021,YR2021,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,China,CHN,2017,YR2017,0.935,2.597,0.767,2.132,0.308,0.857,2.571,3.03,2.111,0.848,0.672,1.57,0.617,1.44,0.281,0.66,0.093,0.22,0.429,0.478,1.11,0.261,0.24,0.109,0.036
Food Prices for Nutrition 1.0,FPN 1.0,China,CHN,2018,YR2018,..,2.657,..,..,..,..,2.63,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,China,CHN,2019,YR2019,..,2.82,..,..,..,..,2.792,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,China,CHN,2020,YR2020,..,3.013,..,..,..,..,2.983,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,China,CHN,2021,YR2021,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,Colombia,COL,2017,YR2017,0.645,2.892,0.569,2.552,0.223,1.001,2.863,2.89,2.526,0.991,0.798,1.46,0.492,0.9,0.262,0.48,0.146,0.27,0.548,0.617,1.13,0.279,0.172,0.092,0.051
Food Prices for Nutrition 1.0,FPN 1.0,Colombia,COL,2018,YR2018,..,2.922,..,..,..,..,2.893,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,Colombia,COL,2019,YR2019,..,2.96,..,..,..,..,2.93,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,Colombia,COL,2020,YR2020,..,3.096,..,..,..,..,3.065,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,Colombia,COL,2021,YR2021,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,Comoros,COM,2017,YR2017,..,..,0.934,3.496,0.297,1.112,..,..,3.461,1.101,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,Comoros,COM,2018,YR2018,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,Comoros,COM,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,Comoros,COM,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,Comoros,COM,2021,YR2021,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Congo, Dem. Rep.",COD,2017,YR2017,1.878,2.951,1.318,2.07,0.36,0.566,2.921,5.22,2.049,0.56,1.207,3.15,0.315,0.82,0.136,0.36,0.076,0.2,0.383,0.804,2.1,0.413,0.108,0.047,0.026
Food Prices for Nutrition 1.0,FPN 1.0,"Congo, Dem. Rep.",COD,2018,YR2018,..,2.368,..,..,..,..,2.344,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Congo, Dem. Rep.",COD,2019,YR2019,..,2.148,..,..,..,..,2.127,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Congo, Dem. Rep.",COD,2020,YR2020,..,2.098,..,..,..,..,2.077,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Congo, Dem. Rep.",COD,2021,YR2021,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Congo, Rep.",COG,2017,YR2017,1.52,3.377,1.171,2.602,0.449,0.997,3.343,3.39,2.576,0.987,0.633,1.19,0.733,1.38,0.224,0.42,0.1,0.19,0.532,1.12,2.11,0.189,0.219,0.067,0.03
Food Prices for Nutrition 1.0,FPN 1.0,"Congo, Rep.",COG,2018,YR2018,..,3.419,..,..,..,..,3.385,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Congo, Rep.",COG,2019,YR2019,..,3.399,..,..,..,..,3.365,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Congo, Rep.",COG,2020,YR2020,..,3.457,..,..,..,..,3.422,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Congo, Rep.",COG,2021,YR2021,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,Costa Rica,CRI,2017,YR2017,0.642,4.001,0.458,2.853,0.158,0.983,3.961,4.07,2.824,0.973,0.863,1.4,0.587,0.95,0.411,0.67,0.094,0.15,0.617,1.388,2.25,0.218,0.148,0.104,0.024
Food Prices for Nutrition 1.0,FPN 1.0,Costa Rica,CRI,2018,YR2018,..,4.04,..,..,..,..,4,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,Costa Rica,CRI,2019,YR2019,..,4.082,..,..,..,..,4.041,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,Costa Rica,CRI,2020,YR2020,..,4.152,..,..,..,..,4.11,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,Costa Rica,CRI,2021,YR2021,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,Côte d'Ivoire,CIV,2017,YR2017,1.038,3.306,0.513,1.635,0.258,0.823,3.273,4.02,1.619,0.815,1.111,2.56,0.39,0.9,0.149,0.34,0.148,0.34,0.434,1.041,2.4,0.339,0.119,0.046,0.045
Food Prices for Nutrition 1.0,FPN 1.0,Côte d'Ivoire,CIV,2018,YR2018,..,3.391,..,..,..,..,3.357,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,Côte d'Ivoire,CIV,2019,YR2019,..,3.541,..,..,..,..,3.506,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,Côte d'Ivoire,CIV,2020,YR2020,..,3.646,..,..,..,..,3.61,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,Côte d'Ivoire,CIV,2021,YR2021,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,Croatia,HRV,2017,YR2017,0.481,4.21,0.371,3.243,0.077,0.67,4.168,6.29,3.211,0.663,0.955,1.93,0.95,1.92,0.556,1.12,0.073,0.15,0.496,1.138,2.29,0.229,0.228,0.133,0.018
Food Prices for Nutrition 1.0,FPN 1.0,Croatia,HRV,2018,YR2018,..,4.244,..,..,..,..,4.202,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,Croatia,HRV,2019,YR2019,..,4.153,..,..,..,..,4.111,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,Croatia,HRV,2020,YR2020,..,4.32,..,..,..,..,4.277,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,Croatia,HRV,2021,YR2021,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,Curacao,CUW,2017,YR2017,0.549,2.895,0.459,2.42,0.218,1.148,2.866,2.52,2.396,1.137,0.673,1.11,0.466,0.77,0.295,0.49,0.114,0.19,0.607,0.711,1.17,0.235,0.163,0.103,0.04
Food Prices for Nutrition 1.0,FPN 1.0,Curacao,CUW,2018,YR2018,..,3.018,..,..,..,..,2.988,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,Curacao,CUW,2019,YR2019,..,3.176,..,..,..,..,3.144,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,Curacao,CUW,2020,YR2020,..,3.362,..,..,..,..,3.328,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,Curacao,CUW,2021,YR2021,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,Cyprus,CYP,2017,YR2017,0.468,2.875,0.34,2.089,0.095,0.583,2.846,4.93,2.068,0.577,0.697,1.68,0.724,1.74,0.279,0.67,0.08,0.19,0.416,0.65,1.56,0.245,0.254,0.098,0.028
Food Prices for Nutrition 1.0,FPN 1.0,Cyprus,CYP,2018,YR2018,..,2.897,..,..,..,..,2.868,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,Cyprus,CYP,2019,YR2019,..,2.865,..,..,..,..,2.836,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,Cyprus,CYP,2020,YR2020,..,2.999,..,..,..,..,2.969,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,Cyprus,CYP,2021,YR2021,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,Czech Republic,CZE,2017,YR2017,0.384,2.928,0.313,2.385,0.058,0.445,2.899,6.57,2.361,0.441,0.7,2.36,0.693,2.33,0.377,1.27,0.076,0.26,0.297,0.757,2.55,0.241,0.239,0.13,0.026
Food Prices for Nutrition 1.0,FPN 1.0,Czech Republic,CZE,2018,YR2018,..,2.951,..,..,..,..,2.921,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,Czech Republic,CZE,2019,YR2019,..,2.948,..,..,..,..,2.919,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,Czech Republic,CZE,2020,YR2020,..,2.996,..,..,..,..,2.966,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,Czech Republic,CZE,2021,YR2021,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,Denmark,DNK,2017,YR2017,0.348,2.4,0.253,1.745,0.044,0.303,2.376,7.92,1.728,0.3,0.498,2.12,0.546,2.32,0.263,1.12,0.053,0.23,0.235,0.78,3.32,0.21,0.23,0.111,0.022
Food Prices for Nutrition 1.0,FPN 1.0,Denmark,DNK,2018,YR2018,..,2.465,..,..,..,..,2.44,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,Denmark,DNK,2019,YR2019,..,2.457,..,..,..,..,2.432,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
